Unit MaStR Number,Postal Code,Longitude,Latitude,Gross Power (kW),Net Rated Power (kW),Generation MaStR Number,Name of Wind Farm,Location,Hub Height (m),Rotor Diameter (m),EEG MaStR Number,Date of Final Decommissioning,North Sea Cluster,Baltic Sea Cluster
SEE935077802212,16866,12.1099,53.013611,2350,2350,SGE966771829632,Gro?? Welle II,888,138,92,EEG928765698068,,,
SEE952822788072,67819,7.90634,49.67732,3050,3050,SGE910351287329,Schneebergerhof,888,135,101,EEG915366913850,,,
SEE976946914711,16866,12.104828,53.015189,2350,2350,SGE966771829632,Gro?? Welle II,888,138,92,EEG997562019130,,,
SEE936529916747,67813,7.902818,49.677035,2000,2000,SGE985533040528,Schneebergerhof,888,100,80,EEG930538967912,6/10/2021,,
SEE930053010421,35080,8.501519,50.808857,3050,3050,SGE916376452711,Windpark Hilsberg,888,135.4,101,EEG918130324296,,,
SEE919254066727,31595,9.054759,52.563319,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG960880987245,,,
SEE951317162991,35080,8.50599,50.803221,3050,3050,SGE916376452711,Windpark Hilsberg,888,135.4,101,EEG988930023620,,,
SEE905593589782,67813,7.892354,49.678704,1800,1800,SGE936859536950,Schneebergerhof,888,98,70,EEG954104912762,,,
SEE989411472050,35080,8.507881,50.800128,3050,3050,SGE916376452711,Windpark Hilsberg,888,135.4,101,EEG938767591991,,,
SEE936615910161,67813,7.895377,49.67524,1800,1800,SGE955131691019,Schneebergerhof,888,114,70,EEG912370585929,6/10/2021,,
SEE980658912392,35080,8.509271,50.797455,3050,3050,SGE965789722799,Windpark Hilsberg,888,135.4,101,EEG915147360132,,,
SEE962368352996,39517,11.814598,52.405394,2000,2000,,Mahlwinkel-Nord,888,108,82,EEG967712812416,,,
SEE952846533153,31855,9.212989,52.04591,1500,1500,SGE999015045307,WP Bockenem,888,85,77,EEG981300495096,,,
SEE904295788073,39517,11.819378,52.407289,2000,2000,,Mahlwinkel-Nord,888,108,82,EEG938379904813,,,
SEE988525189656,67813,7.896039,49.678627,7580,7580,SGE906674607289,Schneebergerhof,888,135,126,EEG994337789212,,,
SEE935058739841,33142,8.580602,51.522114,850,850,,,888,75,52,EEG935166812979,,,
SEE903115921096,39517,11.824325,52.40903,2000,2000,,Mahlwinkel-Nord,888,108,82,EEG953787208759,,,
SEE971893561186,31595,9.054072,52.565187,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG935931248484,,,
SEE986777286727,18556,13.287153,54.594179,1500,1500,SGE989056670378,Wiek-Ruegen,888,67,66,EEG977166676090,,,
SEE960254624073,18556,13.2843,54.591343,1500,1500,SGE989056670378,Wiek-Ruegen,888,67,66,EEG958510118893,,,
SEE987692481778,31595,9.049119,52.56433,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG962653809730,,,
SEE908556544095,21357,10.350439,53.307486,2780,2780,,B??rgerwindpark Bardowick,888,139,120,EEG987383937911,,,
SEE973869037800,31595,9.054848,52.561444,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG989304221918,,,
SEE939129833858,21357,10.35055,53.303394,2780,2780,,B??rgerwindpark Bardowick,888,139,120,EEG945700458815,,,
SEE932319557411,21357,10.335617,53.309811,2780,2780,,B??rgerwindpark Bardowick,888,139,,EEG992408332435,,,
SEE977973495792,21357,10.358581,53.304814,2780,2780,,B??rgerwindpark Bardowick,888,139,120,EEG937322702513,,,
SEE946150608645,6425,11.622635,51.732698,3050,3050,SGE924716536731,Windpark Pl??tzkau GmbH ??? Co Betriebs KG,888,135.4,101,EEG952673777447,,,
SEE974148476068,31595,9.049163,52.562367,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG965748976041,,,
SEE998304148200,31595,9.05591,52.558903,2000,2000,SGE916761572376,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG993325722163,,,
SEE998980144411,21357,10.362525,53.311294,2780,2780,,B??rgerwindpark Bardowick,888,139,120,EEG939750514966,,,
SEE911957086217,21357,10.361106,53.308236,2780,2780,,B??rgerwindpark Bardowick,888,139,120,EEG921897563990,,,
SEE948730414394,29358,10.190667,52.531139,850,850,,,888,86,52,EEG910635271303,,,
SEE941850691379,38820,11.258618,51.534154,110,110,,,888,25.4,20,EEG932379138605,,,
SEE929963242879,29358,10.190833,52.533944,850,850,,,888,86,52,EEG929771839872,,,
SEE996930184685,93155,,,3.8,3.8,,Windrad Hemau,888,15,4.4,EEG939353439789,,,
SEE971546545655,49824,6.897672,52.537585,1800,1800,SGE989845967627,G??-Wi,888,98,66,EEG956785370671,,,
SEE918189274078,49824,6.892597,52.546763,1800,1800,SGE924516130085,G??-Wi,888,98,66,EEG913641766214,,,
SEE983564035087,25693,9.015355,53.990817,2300,2300,SGE995449312282,BWP F??cht,888,64,71,EEG916193330612,,,
SEE971509834406,48619,7.091327,52.162061,3000,3000,SGE906142315722,BWM - WEA 1,888,149,115.7,EEG987889375453,,,
SEE962281494032,25572,9.226861,53.906368,500,500,SGE984146541125,WP B??ttel,888,65,40,EEG948563980202,11/15/2022,,
SEE964143515923,48619,7.096138,52.166923,3000,3000,SGE906142315722,BWM WEA 2,888,135.4,115.7,EEG913297958926,,,
SEE948566375531,16727,13.131017,52.688493,800,800,SGE904403737863,Windpark Marwitz,888,75.4,48,EEG942764426125,,,
SEE980780557683,16727,13.132962,52.684088,800,800,SGE940348991335,Windpark Marwitz,888,75.4,48,EEG922274826509,,,
SEE983530074461,6425,11.616457,51.727827,2350,2350,SGE941550072478,Windpark Pl??tzkau GmbH ??? Co Betriebs KG,888,108.38,92,EEG933658763273,,,
SEE997896212375,49824,6.888391,52.54506,1800,1800,SGE949767319300,G??-Wi,888,98,66,EEG989829584017,,,
SEE927326263561,6425,11.630348,51.732579,3050,3050,SGE924716536731,Windpark Pl??tzkau GmbH ??? Co Betriebs KG,888,135.4,101,EEG910407223127,,,
SEE920063805629,6308,11.4551,51.5705,1000,1000,SGE967885512472,Windpark Benndorf,888,70,60,EEG933982672111,,,
SEE931825760131,49824,6.896739,52.540305,1800,1800,SGE945028680066,G??-Wi,888,98,66,EEG922300471048,,,
SEE960131248361,6308,11.4567,51.5678,1000,1000,SGE947437229331,Windpark Benndorf,888,70,60,EEG913187270176,,,
SEE929103340410,6308,11.4617,51.5677,1000,1000,SGE928860103672,Windpark Benndorf,888,70,60,EEG998112892845,,,
SEE915725540673,6308,11.4645,51.5701,1000,1000,SGE971675946460,Windpark Benndorf,888,70,60,EEG960042832758,10/25/2022,,
SEE933760909477,49824,6.89716,52.545844,1800,1800,SGE983952720779,G??-Wi,888,98,66,EEG949584490022,,,
SEE991723619757,6308,11.4683,51.5689,1000,1000,SGE952926561502,Windpark Benndorf,888,70,60,EEG908058227793,,,
SEE999579345622,49824,6.886796,52.542088,1800,1800,SGE909053558820,G??-Wi,888,98,66,EEG970005622647,,,
SEE996978440873,6425,11.637713,51.731964,3050,3050,SGE924716536731,Windpark Pl??tzkau GmbH ??? Co Betriebs KG,888,135.4,101,EEG931340205742,,,
SEE998007690341,6425,11.64616,51.73226,3050,3050,SGE924716536731,Windpark Pl??tzkau GmbH ??? Co Betriebs KG,888,135.4,101,EEG900415168336,,,
SEE967042795083,15926,13.7413,51.900111,2350,2350,SGE980412986010,Duben,888,138,92,EEG905740787535,,,
SEE956909173447,52457,6.277308,50.906801,3170,3170,SGE922773605131,WKA Aldenhoven,888,123,114,EEG938347180751,,,
SEE934698095140,41751,6.340434,51.220514,2000,2000,SGE985993768031,Windpark M??nchengladbach-Hardt,888,100,92.5,EEG954964760152,,,
SEE912257031334,49824,6.893627,52.543488,1800,1800,SGE923737171310,G??-Wi,888,98,66,EEG952891032458,,,
SEE901337432192,92289,11.727795,49.413066,2400,2400,SGE923957943315,Windpark Ursensollen,888,140,116.8,EEG905176797535,,,
SEE964519504971,39628,11.692787,52.680845,2350,2350,SGE970083168426,Schinne II,888,104,92,EEG949408044837,,,
SEE950254458938,6425,11.654057,51.732316,3050,3050,SGE924716536731,Windpark Pl??tzkau GmbH ??? Co Betriebs KG,888,135.4,101,EEG915484984275,,,
SEE963242074843,74585,10.011628,49.273031,3300,3300,SGE977451157846,Windpark Brettenfeld_A,888,134,131,EEG999263403553,,,
SEE936857833082,92289,11.723473,49.414692,2400,2400,SGE993181146691,Windpark Ursensollen,888,140,116.8,EEG954289128477,,,
SEE983689709788,74585,10.009072,49.269267,3300,3300,SGE999077640281,Windpark Brettenfeld_A,888,134,131,EEG975793105143,,,
SEE942147739354,41751,6.332336,51.22105,2000,2000,SGE985993768031,Windpark M??nchengladbach-Hardt,888,100,92.5,EEG999958092802,,,
SEE953755771476,74424,9.968309,49.026587,3300,3300,SGE927653100478,Windpark B??hlertann,888,149,126,EEG985516483977,,,
SEE996868242662,74424,9.977986,49.024248,3300,3300,SGE971754881637,Windpark B??hlertann,888,149,126,EEG901288424093,,,
SEE923355961461,74424,9.971356,49.018729,3300,3300,SGE911021724281,Windpark B??hlertann,888,149,126,EEG981083358663,,,
SEE930710804813,74424,9.968624,49.021683,3300,3300,SGE923735997172,Windpark B??hlertann,888,149,126,EEG930695225764,,,
SEE913030560348,25709,9.048858,53.94318,3000,3000,SGE919132017995,BWP DFS,888,92,116,EEG942992909056,,,
SEE940687463708,74585,9.946792,49.231858,3300,3300,SGE915684864865,Windpark Burgholz,888,149,126,EEG984435430895,,,
SEE961276574995,97258,10.166954,49.587161,2300,2300,,WKA Rodheim,888,138,82,EEG962379615363,,,
SEE985548546206,74585,9.945419,49.228431,3300,3300,SGE953352446647,Windpark Burgholz,888,149,126,EEG934421540534,,,
SEE950078656282,74585,9.952717,49.229747,3300,3300,SGE976890121289,Windpark Burgholz,888,149,126,EEG994431437613,,,
SEE963471698827,49824,6.891069,52.541043,1800,1800,SGE982940717913,G??-Wi,888,98,66,EEG948280441550,,,
SEE925965747756,52441,6.296495,51.016131,1300,1300,,WP K??rrenzig,888,68,62,EEG944823458559,,,
SEE931678331762,55765,7.202057,49.644732,2400,2400,SGE974414210075,Windpark Dienstweiler,888,141,116.8,EEG973864966341,,,
SEE959817968204,55765,7.206289,49.639491,2400,2400,SGE936615152745,Windpark Dienstweiler,888,120,116.8,EEG986094995944,,,
SEE974553651043,6780,12.147272,51.631356,850,850,SGE990059284257,Windpark Z??rbig,888,74,52,EEG977822903331,,,
SEE936320390272,74582,9.888633,49.199664,3300,3300,SGE903591817104,Windpark D??nsbach,888,149,126,EEG937343372764,,,
SEE980307561803,74582,9.894667,49.199311,3300,3300,SGE993633134191,Windpark D??nsbach,888,149,126,EEG980318095663,,,
SEE909194513658,49824,6.890902,52.53789,1800,1800,SGE907824448271,G??-Wi,888,98,66,EEG976503800846,,,
SEE945279450449,6780,12.148567,51.629755,2000,2000,SGE964980243676,Windpark Z??rbig,888,95,80,EEG901285369021,,,
SEE983586066366,74582,9.897597,49.201714,3300,3300,SGE958176548188,Windpark D??nsbach,888,149,126,EEG938744595660,,,
SEE946319505761,6780,12.159414,51.647317,850,850,SGE921344865462,Windpark Z??rbig,888,74,52,EEG943877535889,,,
SEE938805126482,39606,11.812917,52.754087,1500,1500,SGE968976650219,Windpark D??sedau,888,64,72,EEG913129023891,10/4/2022,,
SEE909480786780,19374,11.873063,53.590459,500,500,SGE904219666845,ENERCON Windpark GmbH ??? Co. Gro?? Niendorf II KG,888,65,40,EEG988955436252,,,
SEE947091930680,39606,11.813781,52.749587,1500,1500,SGE960448236099,Windpark D??sedau,888,64,72,EEG966224077009,10/4/2022,,
SEE979137594785,39606,11.814753,52.747261,1500,1500,SGE984928265294,Windpark D??sedau,888,64,72,EEG988120868390,10/4/2022,,
SEE991674252720,1768,,,3,3,,Gallowaystreet,888,10,1,EEG926684228823,12/31/2022,,
SEE969930974242,39606,11.818402,52.752901,1500,1500,SGE971180651354,Windpark D??sedau,888,64,72,EEG980786496955,10/4/2022,,
SEE906573298779,39606,11.820884,52.750865,1500,1500,SGE978540483921,Windpark D??sedau,888,64,72,EEG946695398124,10/4/2022,,
SEE933030435538,6780,12.177705,51.644004,850,850,SGE976149600015,Windpark Z??rbig,888,74,52,EEG996305063089,,,
SEE981279301930,24250,,,10,10,,Windrad,888,11,8,EEG975482571945,,,
SEE997512699627,54298,6.530173,49.851935,2000,2000,SGE986517896445,Windpark Eisenach_II,888,105,90,EEG961996963383,,,
SEE997541930821,54298,6.532765,49.849919,2000,2000,SGE970521495688,Windpark Eisenach_II,888,105,90,EEG997082676806,,,
SEE978011979878,6780,12.150345,51.637388,2000,2000,SGE937096618355,Windpark Z??rbig,888,95,80,EEG941900723814,,,
SEE934509031404,54298,6.530828,49.846961,2000,2000,SGE975286476651,Windpark Eisenach_II,888,105,90,EEG978825133411,,,
SEE998960177569,54298,6.52355,49.842525,2000,2000,SGE922753944359,Windpark Eisenach_II,888,105,90,EEG997260784033,,,
SEE932227001341,6780,12.151511,51.634615,2000,2000,SGE991964802604,Windpark Z??rbig,888,95,80,EEG985410345258,,,
SEE973836814397,6780,12.160559,51.642298,2000,2000,SGE902406568316,Windpark Z??rbig,888,95,80,EEG990745157544,,,
SEE968753961729,54298,6.539703,49.838612,2000,2000,SGE946266936311,Windpark Eisenach_II,888,105,90,EEG950194510550,,,
SEE953570232305,54298,6.535816,49.847909,2000,2000,SGE944822186446,Windpark Eisenach_II,888,105,90,EEG974236706664,,,
SEE933733402035,6780,12.159309,51.644874,2000,2000,SGE941220559780,Windpark Z??rbig,888,95,80,EEG935062273003,,,
SEE914311974618,16845,12.390862,52.892678,2000,2000,SGE984372854730,Windpark Leddin_II,888,98,90,EEG972274221729,,,
SEE935954244111,25541,9.10765,53.925642,3050,3050,SGE949805044126,Windfreunde GbR,888,99,101,EEG963435306126,,,
SEE923457488170,25709,9.055229,53.944858,3000,3000,SGE962399704160,BWP DFS,888,92,116,EEG913485442596,,,
SEE995807470814,25724,9.053471,53.94068,3000,3000,SGE957462273773,BWP DFS,888,92,116,EEG962862029127,,,
SEE984022848232,25724,9.05841,53.942655,3000,3000,SGE967237480404,BWP DFS,888,92,116,EEG905524481161,,,
SEE936180933749,25724,9.05996,53.939904,3000,3000,SGE912489871364,BWP DFS,888,92,116,EEG999468623084,,,
SEE947458439863,33142,8.526663,51.568621,500,500,SGE994585614397,Windpark Heideweg Alt,888,65,40,EEG991516408056,1/6/2020,,
SEE923014477067,25761,8.857981,54.17581,2300,2300,SGE928864352113,WP Hedwigenkoog,888,85,82,EEG988758344389,,,
SEE984100976352,25693,9.031205,53.989672,3000,3000,SGE913996871328,BWP F??cht,888,92,115,EEG996954562568,,,
SEE999174830462,25693,9.036209,53.991486,3000,3000,SGE906355889232,BWP F??cht,888,92,115,EEG935265832403,,,
SEE948405800712,25709,9.02742,53.984792,3000,3000,SGE920639046999,BWP F??cht,888,92,115,EEG937000859331,,,
SEE983605894666,25709,9.032713,53.986265,3000,3000,SGE949981873336,BWP F??cht,888,92,115,EEG912183073408,,,
SEE910822713609,25693,9.037609,53.98781,3000,3000,SGE952268524111,BWP F??cht,888,92,115,EEG953773932385,,,
SEE905026450283,38448,10.800162,52.467643,800,800,,Windkraft Brackstedt,888,76,48,EEG965995946897,,,
SEE968913196527,25709,9.02943,53.981448,3000,3000,SGE966795288460,BWP F??cht,888,92,115,EEG949924285530,,,
SEE994340752593,25709,9.034067,53.982903,3000,3000,SGE976108146356,BWP F??cht,888,92,115,EEG902657162004,,,
SEE931433889972,25709,9.038842,53.984529,3000,3000,SGE927141014447,BWP F??cht,888,92,115,EEG928307390672,,,
SEE915793412742,73111,9.912168,48.725551,2780,2780,,Windpark Lauterstein,888,139,120,EEG989120180178,,,
SEE934867755820,73450,10.358798,48.791146,2780,2780,SGE938991143386,Allg??uer B??rgerwindrad Ohmenheim,888,139,120,EEG988140776767,,,
SEE911106730312,73450,10.372795,48.796923,2780,2780,SGE981289359372,Windpark Ohmenheim Sommerhof GmbH ??? Co. KG,888,139,120,EEG948757344681,,,
SEE967746974371,25764,8.960179,54.196038,800,800,SGE911170619681,WP Oesterwurth,888,73,53,EEG911251677555,,,
SEE944843615246,25764,8.962173,54.193899,2300,2300,SGE935839122558,WP Oesterwurth,888,64,71,EEG924706932697,,,
SEE970009059852,6780,12.173504,51.628762,1500,1500,SGE961419952208,Windpark Z??rbig,888,98,66,EEG991430160269,,,
SEE997583655737,6780,12.162081,51.639606,1800,1800,SGE978843155020,Windpark Z??rbig,888,98,70,EEG978363065779,,,
SEE987188226500,6780,12.163863,51.644099,1800,1800,SGE989839272140,Windpark Z??rbig,888,98,70,EEG945111309645,,,
SEE930317939475,19374,11.875839,53.590591,500,500,SGE904219666845,ENERCON Windpark GmbH ??? Co. Gro?? Niendorf II KG,888,65,40,EEG996437732822,,,
SEE954036789944,19374,11.870777,53.595538,500,500,SGE904219666845,ENERCON Windpark GmbH ??? Co. Gro?? Niendorf I KG,888,65,40,EEG916618033289,,,
SEE982099406225,6780,12.169652,51.640149,1800,1800,SGE964736851957,Windpark Z??rbig,888,98,70,EEG963669208821,,,
SEE903413423599,6780,12.164931,51.641959,1800,1800,SGE927676112717,Windpark Z??rbig,888,98,70,EEG935915271187,,,
SEE977907923636,19374,11.870106,53.591847,500,500,SGE904219666845,ENERCON Windpark GmbH ??? Co. Gro?? Niendorf I KG,888,65,40,EEG981494010655,,,
SEE915355680763,19374,11.870831,53.590592,500,500,SGE904219666845,ENERCON Windpark GmbH ??? Co. Gro?? Niendorf I KG,888,65,40,EEG999168883351,,,
SEE995331925743,19374,11.871512,53.58814,500,500,SGE904219666845,ENERCON Windpark GmbH ??? Co. Gro?? Niendorf I KG,888,65,40,EEG979740752855,,,
SEE918272767524,6780,12.17791,51.62905,1800,1800,SGE981836995466,Windpark Z??rbig,888,98,70,EEG938773017836,,,
SEE908997292548,6780,12.177388,51.633738,1800,1800,SGE928791507983,Windpark Z??rbig,888,98,66,EEG904116553965,,,
SEE999018225478,6780,12.162661,51.646721,1800,1800,SGE967347772505,Windpark Z??rbig,888,97,70,EEG942084625284,,,
SEE960914713932,25572,9.226838,53.904948,500,500,SGE964708467704,WP B??ttel,888,65,40,EEG954037180672,11/22/2022,,
SEE924112091889,6780,12.168111,51.643989,1800,1800,SGE908366677235,Windpark Z??rbig,888,98,70,EEG989495435255,,,
SEE964473778883,25572,9.226534,53.907779,500,500,SGE939195927352,WP B??ttel,888,65,40,EEG904807471691,11/23/2022,,
SEE974761073422,6780,12.17556,51.636365,1800,1800,SGE970999136922,Windpark Z??rbig,888,97,70,EEG911452653259,,,
SEE986451412879,59602,8.23122,51.294638,500,500,SGE915840382998,Steinkerfeld,888,,40.3,EEG956680080996,,,
SEE929544290251,16321,13.666386,52.67585,3000,3000,SGE952333300398,WEA B??rnicke,888,149.08,115.71,EEG922941155529,,,
SEE985267717215,33165,8.819202,51.565228,2350,2350,SGE977572092095,E 92,888,138.38,92.38,EEG915882924767,,,
SEE924454603450,48607,7.115669,52.202735,1000,1000,SGE963070184639,Ochtrup,888,70,58,EEG986404709469,,,
SEE979371694784,91459,10.3846,49.3216,2000,2000,SGE915257369162,Windpark Mosbach,888,138,82,EEG914523747383,,,
SEE929519464434,59469,7.998111,51.503088,600,600,,Tacke II,888,50,43,EEG915092311319,,,
SEE949891055686,21734,9.149102,53.792933,3200,3200,SGE997093964893,Oederquart Erweiterung Repowering,888,149.08,115.71,EEG999901428238,,,
SEE967834956104,37574,9.896695,51.866819,1000,1000,SGE931539678562,ENERCON Windpark GmbH ??? Co. S??llberg KG,888,70,58,EEG942998895988,,,
SEE928525191730,25770,9.045456,54.1485,3300,3300,SGE976584564330,WP Repowering Lieth Verwaltungs UG,888,94,112,EEG952852705872,,,
SEE933335462994,17087,13.200758,53.691669,2000,2000,SGE931916773620,Windpark Friedrichshof,888,86,71,EEG995282934535,,,
SEE932115201693,6456,11.457942,51.722179,3050,3050,SGE999578740862,Windpark Quenstedt GmbH ??? Co. Betriebs-KG,888,149,101,EEG989725017633,,,
SEE997800363186,37574,9.901092,51.866723,1000,1000,SGE931539678562,ENERCON Windpark GmbH ??? Co. S??llberg KG,888,70,58,EEG919670578095,,,
SEE980126548818,6456,11.45698,51.719137,2350,2350,SGE999578740862,Windpark Quenstedt GmbH ??? Co. Betriebs-KG,888,138.34,92,EEG936270414462,,,
SEE904586131175,35768,8.445383,50.743847,3050,3050,SGE910894317538,Windpark Lahn-Dill-Bergland-Mitte,888,149.1,115.7,EEG909961133348,,,
SEE952013958093,17087,13.206466,53.692205,2000,2000,SGE971303574317,Windpark Friedrichshof,888,86,71,EEG951849866572,,,
SEE924876512699,35080,8.444678,50.738763,3050,3050,SGE910894317538,Windpark Lahn-Dill-Bergland-Mitte,888,149.1,115.7,EEG968614122870,,,
SEE958723785103,58739,7.84348,51.514636,600,600,SGE961428908098,Ense 3,888,50,43,EEG982955672825,,,
SEE907231242653,35080,8.447223,50.734458,3050,3050,SGE910894317538,Windpark Lahn-Dill-Bergland-Mitte,888,149.1,115.7,EEG925331765582,,,
SEE907112370635,37574,9.905205,51.866934,1000,1000,SGE931539678562,ENERCON Windpark GmbH ??? Co. S??llberg KG,888,70,58,EEG987362856882,,,
SEE977204982909,35649,8.487696,50.730425,3050,3050,SGE910894317538,Windpark Lahn-Dill-Bergland-Mitte,888,149.1,115.7,EEG950914074867,,,
SEE918590207177,37574,9.909473,51.866892,1000,1000,SGE931539678562,ENERCON Windpark GmbH ??? Co. S??llberg KG,888,70,58,EEG914923450531,,,
SEE947381137263,37574,9.903514,51.870192,1000,1000,SGE931539678562,ENERCON Windpark GmbH ??? Co. S??llberg KG,888,70,58,EEG955196445763,,,
SEE978873185400,35080,8.490997,50.734397,3050,3050,SGE910894317538,Windpark Lahn-Dill-Bergland-Mitte,888,149.1,115.7,EEG945747765709,,,
SEE920275576256,37574,9.910816,51.870135,1000,1000,SGE931539678562,ENERCON Windpark GmbH ??? Co. S??llberg KG,888,70,58,EEG940391952222,,,
